ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,E_score,S_score,G_score,ESG_score
ctsh,Cognizant Technology Solutions Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/cad080be-80df-11ea-8b33-00000000092a.png,https://www.cognizant.com/,AA,Excellent,BB,Medium,BB,Medium,0.7803468208092486,0.40433925049309666,0.5625,1270,16-04-2022,A,High,1058290,0.7803468208092486,0.40433925049309666,0.5625,0.6021905034716284
cme,CME Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/121b709a86980d7eb8db8589918a76d3db9e4e428b05857011dbd8957fd059bf.png,https://www.cmegroup.com/,BB,Medium,B,Medium,B,Medium,0.3371868978805395,0.15187376725838264,0.3125,812,26-07-2022,BB,Medium,1156375,0.3371868978805395,0.15187376725838264,0.3125,0.27418688932973057
csco,Cisco Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/ca223cac-80df-11ea-a99c-00000000092a.png,https://www.cisco.com/,B,Medium,B,Medium,B,Medium,0.15414258188824664,0.14595660749506906,0.36250000000000004,734,11-06-2022,B,Medium,858877,0.15414258188824664,0.14595660749506906,0.36250000000000004,0.21419401500381938
ctas,Cintas Corp,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,https://static.finnhub.io/logo/cb889e02-80df-11ea-80b6-00000000092a.png,https://www.cintas.com/,A,High,BB,Medium,BB,Medium,0.5780346820809248,0.27613412228796846,0.5625,1100,16-04-2022,BBB,High,723254,0.5780346820809248,0.27613412228796846,0.5625,0.4828041095187604
ctxs,Citrix Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/ceb2199a-80df-11ea-af9f-00000000092a.png,https://www.citrix.com/,A,High,BB,Medium,BB,Medium,0.6358381502890174,0.28599605522682453,0.5750000000000001,1140,16-04-2022,BBB,High,877890,0.6358381502890174,0.28599605522682453,0.5750000000000001,0.5126340766836543
czr,Caesars Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/45d618da-80cc-11ea-884e-00000000092a.png,https://www.caesars.com/,B,Medium,B,Medium,B,Medium,0.12524084778420036,0.13412228796844183,0.3125,693,16-04-2022,B,Medium,1590895,0.12524084778420036,0.13412228796844183,0.3125,0.18408302550421268
dish,DISH Network Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/c9b0175c-80df-11ea-a0ec-00000000092a.png,https://ir.dish.com/,B,Medium,B,Medium,B,Medium,0.019267822736030837,0.2031558185404339,0.32499999999999996,678,17-04-2022,B,Medium,1001082,0.019267822736030837,0.2031558185404339,0.32499999999999996,0.1661538746565425
dltr,Dollar Tree Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d277a94a-80df-11ea-8f0a-00000000092a.png,https://www.dollartree.com/,B,Medium,B,Medium,B,Medium,0.0674373795761079,0.09467455621301779,0.35,658,17-04-2022,B,Medium,935703,0.0674373795761079,0.09467455621301779,0.35,0.1603773186943485
dxcm,Dexcom Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/fb3c517a-80df-11ea-a0a0-00000000092a.png,https://www.dexcom.com/,B,Medium,B,Medium,B,Medium,0.02890173410404623,0.14990138067061148,0.35,666,17-04-2022,B,Medium,1093557,0.02890173410404623,0.14990138067061148,0.35,0.16153110784280195
ea,Electronic Arts Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/556815ac-80e0-11ea-bb14-00000000092a.png,https://www.ea.com/,BB,Medium,BB,Medium,B,Medium,0.30828516377649323,0.27613412228796846,0.375,885,17-04-2022,BB,Medium,712515,0.30828516377649323,0.27613412228796846,0.375,0.3186543021969878
lnt,Alliant Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/1981fcae-80ec-11ea-a4b8-00000000092a.png,https://www.alliantenergy.com/,A,High,BB,Medium,BB,Medium,0.6146435452793835,0.28994082840236685,0.5625,1126,16-04-2022,BBB,High,352541,0.6146435452793835,0.28994082840236685,0.5625,0.5015896666324634
fang,Diamondback Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Energy,https://static.finnhub.io/logo/fe1ab98ccc6f7867a191970f03152cff56846b7811399704b9d4be280d895b5b.png,https://ir.diamondbackenergy.com/,A,High,B,Medium,BB,Medium,0.6030828516377649,0.2189349112426036,0.5625,1084,17-04-2022,BBB,High,1539838,0.6030828516377649,0.2189349112426036,0.5625,0.47566361402788704
ebay,eBay Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/919a6270-826a-11ea-abe9-00000000092a.png,https://www.ebayinc.com/,A,High,BB,Medium,BB,Medium,0.5780346820809248,0.2800788954635109,0.5750000000000001,1107,17-04-2022,BBB,High,1065088,0.5780346820809248,0.2800788954635109,0.5750000000000001,0.48773754147142323
lkq,LKQ Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,https://static.finnhub.io/logo/0846719a1ab7311db60cef58b6985f4e9269ceb9eaf89e63efc354b2188280a1.png,https://www.lkqcorp.com/,A,High,BB,Medium,BB,Medium,0.6069364161849711,0.27613412228796846,0.5750000000000001,1120,18-04-2022,BBB,High,1065696,0.6069364161849711,0.27613412228796846,0.5750000000000001,0.4981148031603789
googl,Alphabet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GOOGL.png,https://abc.xyz/,B,Medium,BB,Medium,BB,Medium,0.18304431599229282,0.398422090729783,0.7000000000000001,1012,30-04-2022,BBB,High,1652044,0.18304431599229282,0.398422090729783,0.7000000000000001,0.40274435361585204
mar,Marriott International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/1f7dc93a-80ec-11ea-a5dc-00000000092a.png,https://www.marriott.com/,B,Medium,B,Medium,B,Medium,0.02890173410404623,0.07889546351084814,0.35,630,18-04-2022,B,Medium,1048286,0.02890173410404623,0.07889546351084814,0.35,0.14022933269487292
mchp,Microchip Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/35e836b8-80e0-11ea-855a-00000000092a.png,https://www.microchip.com/,A,High,BB,Medium,BB,Medium,0.5780346820809248,0.27613412228796846,0.5625,1100,18-04-2022,BBB,High,827054,0.5780346820809248,0.27613412228796846,0.5625,0.4828041095187604
lrcx,Lam Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/b05d9f52-80e0-11ea-8823-00000000092a.png,https://www.lamresearch.com/,A,High,BB,Medium,BB,Medium,0.5973025048169556,0.3254437869822486,0.6,1150,18-04-2022,BBB,High,707549,0.5973025048169556,0.3254437869822486,0.6,0.5165541380214568
mdlz,Mondelez International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/10b5dc9a-80ec-11ea-897a-00000000092a.png,https://www.mondelezinternational.com/,A,High,BB,Medium,BB,Medium,0.6165703275529866,0.28994082840236685,0.5625,1127,18-04-2022,BBB,High,1103982,0.6165703275529866,0.28994082840236685,0.5625,0.5023603795419047
meta,Meta Platforms Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FB.png,https://www.facebook.com,B,Medium,B,Medium,B,Medium,0.009633911368015391,0.14201183431952663,0.35,652,22-04-2022,B,Medium,1326801,0.009633911368015391,0.14201183431952663,0.35,0.15145711484306415
mktx,Marketaxess Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/4a309d80-80e1-11ea-8514-00000000092a.png,https://www.marketaxess.com/,B,Medium,B,Medium,B,Medium,0.05780346820809246,0.1045364891518738,0.3375,653,18-04-2022,B,Medium,1278021,0.05780346820809246,0.1045364891518738,0.3375,0.15573233402879913
mnst,Monster Beverage Corp,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,https://static.finnhub.io/logo/18126d0c-80e0-11ea-a414-00000000092a.png,http://monsterbevcorp.com/,A,High,BB,Medium,BB,Medium,0.6069364161849711,0.3629191321499014,0.5625,1159,18-04-2022,BBB,High,865752,0.6069364161849711,0.3629191321499014,0.5625,0.5204003061189588
mrna,Moderna Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/a024deee-80da-11ea-9046-00000000092a.png,https://www.modernatx.com/,A,High,BB,Medium,BB,Medium,0.5780346820809248,0.27613412228796846,0.5625,1100,18-04-2022,BBB,High,1682852,0.5780346820809248,0.27613412228796846,0.5625,0.4828041095187604
mtch,Match Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295908221.png,https://www.mtch.com/,B,Medium,BB,Medium,BB,Medium,0.08670520231213869,0.45167652859960555,0.59,945,18-04-2022,BBB,High,891103,0.08670520231213869,0.45167652859960555,0.59,0.3471850395047371
mpwr,Monolithic Power Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/3ec1921c-80e1-11ea-b9d8-00000000092a.png,https://www.monolithicpower.com/,BB,Medium,B,Medium,B,Medium,0.2504816955684008,0.2504930966469428,0.4,852,18-04-2022,BB,Medium,1280452,0.2504816955684008,0.2504930966469428,0.4,0.2953406072214432
msft,Microsoft Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/25e313016e9fac0f4b78bbd7e3afded45a8136b17f450c262aea14beed438191.png,https://www.microsoft.com/en-us,AA,Excellent,BBB,High,BB,Medium,0.9922928709055876,0.5581854043392505,0.75,1533,27-04-2022,A,High,789019,0.9922928709055876,0.5581854043392505,0.75,0.7893727696640102
mu,Micron Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/33e8930c-80ec-11ea-a30a-00000000092a.png,https://www.micron.com/,A,High,BB,Medium,BB,Medium,0.6358381502890174,0.33530571992110453,0.5625,1160,18-04-2022,BBB,High,723125,0.6358381502890174,0.33530571992110453,0.5625,0.5236769760919383
ndaq,Nasdaq Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NDAQ_8589934167.png,https://www.nasdaq.com/,A,High,BB,Medium,BB,Medium,0.5876685934489403,0.2958579881656805,0.5625,1115,18-04-2022,BBB,High,1120193,0.5876685934489403,0.2958579881656805,0.5625,0.49257483382928025
nlok,NortonLifeLock Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/a14f7054-80e0-11ea-8378-00000000092a.png,https://www.nortonlifelock.com/,A,High,BB,Medium,BB,Medium,0.5876685934489403,0.30571992110453655,0.5750000000000001,1125,10-06-2022,BBB,High,849399,0.5876685934489403,0.30571992110453655,0.5750000000000001,0.4992834137109371
ntrs,Northern Trust Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/729a6714ac01ab49a6f558cdeaf2d29037d313f87e6acd4af638a8152a23b9fc.png,https://www.northerntrust.com/united-states/,B,Medium,B,Medium,B,Medium,0.09633911368015413,0.1301775147928994,0.375,701,18-04-2022,B,Medium,73124,0.09633911368015413,0.1301775147928994,0.375,0.19008889990993147
nwl,Newell Brands Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,https://static.finnhub.io/logo/43c3da30-80ec-11ea-a6ea-00000000092a.png,https://www.newellbrands.com/,A,High,BB,Medium,BB,Medium,0.6262042389210019,0.2820512820512821,0.6,1143,18-04-2022,BBB,High,814453,0.6262042389210019,0.2820512820512821,0.6,0.5150970801837854
nvda,NVIDIA Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NVDA.png,https://www.nvidia.com/,BB,Medium,BB,Medium,B,Medium,0.23699421965317918,0.2781065088757397,0.5,899,18-04-2022,BB,Medium,1045810,0.23699421965317918,0.2781065088757397,0.5,0.3282296405239936
allk,Allakos Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/7358df46-81d5-11ea-b3b3-00000000092a.png,http://www.allakos.com/,B,Medium,B,Medium,BB,Medium,0.0,0.22287968441814593,0.5625,773,10-06-2022,BB,Medium,1564824,0.0,0.22287968441814593,0.5625,0.23561390532544374
nwsa,News Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/38632848-80ce-11ea-a34f-00000000092a.png,https://newscorp.com/,A,High,BB,Medium,BB,Medium,0.5953757225433525,0.27613412228796846,0.5625,1109,18-04-2022,BBB,High,1564708,0.5953757225433525,0.27613412228796846,0.5625,0.4897405257037315
odfl,Old Dominion Freight Line Inc,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,https://static.finnhub.io/logo/8b7ba59a51614579f97c95184c2a54ab36d44842d9bf5350e077217523059382.png,https://www.odfl.com/,BBB,High,BBB,High,B,Medium,0.5144508670520231,0.5187376725838264,0.5125000000000001,1170,18-04-2022,BBB,High,878927,0.5144508670520231,0.5187376725838264,0.5125000000000001,0.5151516485959572
pcar,Paccar Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static4.finnhub.io/file/publicdatany2/stock_logo/PCAR_4295907525.jpg,https://www.paccar.com/,A,High,BB,Medium,BB,Medium,0.7090558766859345,0.3609467455621302,0.5750000000000001,1216,18-04-2022,A,High,75362,0.7090558766859345,0.3609467455621302,0.5750000000000001,0.5644063743430129
nxpi,NXP Semiconductors NV,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/86154d10-80c9-11ea-9926-00000000092a.png,https://www.nxp.com/,A,High,BB,Medium,BB,Medium,0.5876685934489403,0.3333333333333333,0.5750000000000001,1139,18-04-2022,BBB,High,1413447,0.5876685934489403,0.3333333333333333,0.5750000000000001,0.5075674373795761
orly,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/e7e4dff0-826a-11ea-8801-00000000092a.png,https://corporate.oreillyauto.com/corporate/,A,High,BB,Medium,BB,Medium,0.5780346820809248,0.27613412228796846,0.5625,1100,18-04-2022,BBB,High,898173,0.5780346820809248,0.27613412228796846,0.5625,0.4828041095187604
payx,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/acaa8fac-80e0-11ea-9d58-00000000092a.png,https://www.paychex.com/,A,High,BB,Medium,B,Medium,0.5780346820809248,0.27613412228796846,0.3125,1000,26-07-2022,BBB,High,723531,0.5780346820809248,0.27613412228796846,0.3125,0.40780410951876045
pfg,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/52a59ab6-80ec-11ea-b750-00000000092a.png,https://www.principal.com/,A,High,BB,Medium,BB,Medium,0.6840077071290944,0.3155818540433925,0.5625,1175,18-04-2022,BBB,High,1126328,0.6840077071290944,0.3155818540433925,0.5625,0.5370276390646554
rost,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d0674d8a-826a-11ea-8077-00000000092a.png,https://www.rossstores.com/,BB,Medium,BB,Medium,BB,Medium,0.3371868978805395,0.3254437869822486,0.5625,1000,19-04-2022,BBB,High,745732,0.3371868978805395,0.3254437869822486,0.5625,0.4012578952468904
sbac,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/19c8edbbf482503d3a876417a19001cfb20a28894f61df4606c75b8d5657da21.png,https://ir.sbasite.com/overview/default.aspx,B,Medium,B,Medium,B,Medium,0.09633911368015413,0.17948717948717952,0.35,716,19-04-2022,B,Medium,1034054,0.09633911368015413,0.17948717948717952,0.35,0.1973817993182155
qcom,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/28159d10-80e1-11ea-b725-00000000092a.png,https://www.qualcomm.com/,BBB,High,BB,Medium,BB,Medium,0.40269749518304426,0.27613412228796846,0.5625,1009,19-04-2022,BBB,High,804328,0.40269749518304426,0.27613412228796846,0.5625,0.41266923475960826
pool,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,https://static.finnhub.io/logo/ac59de52-80e0-11ea-9ff4-00000000092a.png,https://www.poolcorp.com/,A,High,BB,Medium,BB,Medium,0.6262042389210019,0.28796844181459574,0.595,1144,18-04-2022,BBB,High,945841,0.6262042389210019,0.28796844181459574,0.595,0.5153722281127795
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PEP_4295904718.png,https://www.pepsico.com/,AA,Excellent,BB,Medium,BB,Medium,1.0,0.35502958579881655,0.7075,1417,18-04-2022,A,High,77476,1.0,0.35502958579881655,0.7075,0.718758875739645
sbux,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/8d4c97ac-80e0-11ea-b957-00000000092a.png,https://www.starbucks.com/,BBB,High,BB,Medium,B,Medium,0.5298651252408477,0.4437869822485207,0.55,1155,19-04-2022,BBB,High,829224,0.5298651252408477,0.4437869822485207,0.55,0.5100821447708953
reg,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/5ecc68e8-80ec-11ea-af0b-00000000092a.png,https://www.regencycenters.com/,A,High,BB,Medium,BB,Medium,0.7225433526011562,0.41814595660749515,0.725,1312,19-04-2022,A,High,910606,0.7225433526011562,0.41814595660749515,0.725,0.6319611280227111
qrvo,Qorvo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/6008ddde-80d1-11ea-8e0e-00000000092a.png,https://www.qorvo.com/,A,High,BB,Medium,BB,Medium,0.6454720616570329,0.2958579881656805,0.5750000000000001,1150,19-04-2022,BBB,High,1604778,0.6454720616570329,0.2958579881656805,0.5750000000000001,0.5194462211125174
ptc,PTC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/29d81df0-80e1-11ea-8920-00000000092a.png,https://www.ptc.com/,A,High,BB,Medium,BB,Medium,0.6743737957610789,0.2800788954635109,0.5825,1160,19-04-2022,BBB,High,857005,0.6743737957610789,0.2800788954635109,0.5825,0.5285231869434848
penn,PENN Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/aeca4e7e-80e0-11ea-b61c-00000000092a.png,https://www.pngaming.com/,BB,Medium,BB,Medium,B,Medium,0.3294797687861271,0.27613412228796846,0.36250000000000004,891,18-04-2022,BB,Medium,921738,0.3294797687861271,0.27613412228796846,0.36250000000000004,0.32338214420084144
pypl,PayPal Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/58e310c0-80d2-11ea-8993-00000000092a.png,https://www.paypal.com/,BB,Medium,B,Medium,B,Medium,0.327552986512524,0.16568047337278108,0.525,899,18-04-2022,BB,Medium,1633917,0.327552986512524,0.16568047337278108,0.525,0.33822533661684395
regn,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/94aceb0a-80e0-11ea-a230-00000000092a.png,https://www.regeneron.com/,A,High,BB,Medium,BB,Medium,0.5876685934489403,0.329388560157791,0.5750000000000001,1137,19-04-2022,BBB,High,872589,0.5876685934489403,0.329388560157791,0.5750000000000001,0.5063840054269134
amgn,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/06a226980337772e10ad0953d2904b1be6d15866d212e9912efaea5850757690.png,https://www.amgen.com/,A,High,BB,Medium,BB,Medium,0.7225433526011562,0.2998027613412229,0.6325000000000001,1215,16-04-2022,A,High,318154,0.7225433526011562,0.2998027613412229,0.6325000000000001,0.5687081694428294
snps,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/b5dff9e4-80e0-11ea-b347-00000000092a.png,https://www.synopsys.com/,A,High,BB,Medium,BB,Medium,0.6262042389210019,0.30769230769230776,0.6,1156,19-04-2022,BBB,High,883241,0.6262042389210019,0.30769230769230776,0.6,0.5227893878760931
stx,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/1b9ae09b2197a137d5e26ef7606d068678109eab18fefac2f4994c3ab827a080.png,https://investors.seagate.com/overview/default.aspx,A,High,BB,Medium,BB,Medium,0.6551059730250481,0.38461538461538464,0.5625,1195,19-04-2022,BBB,High,1137789,0.6551059730250481,0.38461538461538464,0.5625,0.5461770045946346
tech,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/21c90d484b75f48b0c3943f2cd9208034fc36add542c71254724b6e6e173036c.png,https://www.bio-techne.com/,A,High,B,Medium,BB,Medium,0.5973025048169556,0.21301775147928997,0.5625,1078,16-04-2022,BBB,High,842023,0.5973025048169556,0.21301775147928997,0.5625,0.4715763273705692
ter,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8211e574-80ec-11ea-b01d-00000000092a.png,https://www.teradyne.com/,A,High,BB,Medium,BB,Medium,0.5915221579961465,0.3313609467455622,0.6,1150,19-04-2022,BBB,High,97210,0.5915221579961465,0.3313609467455622,0.6,0.5160171472221273
swks,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/6d9737aa218175cf0ecab9fbfde6531a45cb826eab7877356403e5b905bcca2f.png,https://www.skyworksinc.com/,A,High,BB,Medium,B,Medium,0.6069364161849711,0.2820512820512821,0.48750000000000004,1088,19-04-2022,BBB,High,4127,0.6069364161849711,0.2820512820512821,0.48750000000000004,0.47363995108937307
trmb,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/f89b3dba-80e0-11ea-a642-00000000092a.png,https://www.trimble.com/,A,High,BBB,High,BB,Medium,0.6743737957610789,0.5029585798816569,0.6,1280,19-04-2022,A,High,864749,0.6743737957610789,0.5029585798816569,0.6,0.6006370922689286
trow,T Rowe Price Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/f20081c2-80e0-11ea-aa51-00000000092a.png,https://www.troweprice.com,A,High,BB,Medium,BB,Medium,0.5973025048169556,0.3254437869822486,0.5875,1145,19-04-2022,BBB,High,1113169,0.5973025048169556,0.3254437869822486,0.5875,0.5128041380214567
ttwo,Take-Two Interactive Software Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/c1e64458-80e0-11ea-8873-00000000092a.png,https://www.take2games.com/,B,Medium,BB,Medium,BB,Medium,0.048169556840077066,0.28994082840236685,0.5875,842,19-04-2022,BB,Medium,946581,0.048169556840077066,0.28994082840236685,0.5875,0.28250007125674087
tsla,Tesla Inc,USD,NASDAQ NMS - GLOBAL MARKET,Automobiles,https://static.finnhub.io/logo/2dd96524-80c9-11ea-aaac-00000000092a.png,https://www.tesla.com/,A,High,CCC,Low,B,Medium,0.6840077071290944,0.0,0.5075000000000001,993,19-04-2022,BBB,High,1318605,0.6840077071290944,0.0,0.5075000000000001,0.4258530828516378
tsco,Tractor Supply Co,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/c382b098-80e0-11ea-a382-00000000092a.png,https://www.tractorsupply.com/,A,High,BB,Medium,B,Medium,0.5780346820809248,0.27613412228796846,0.3125,1000,17-09-2022,BBB,High,916365,0.5780346820809248,0.27613412228796846,0.3125,0.40780410951876045
txn,Texas Instruments Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8e047d7e-80ec-11ea-a11f-00000000092a.png,https://www.ti.com/,A,High,BB,Medium,BB,Medium,0.5780346820809248,0.27613412228796846,0.5625,1100,19-04-2022,BBB,High,97476,0.5780346820809248,0.27613412228796846,0.5625,0.4828041095187604
tmus,T-Mobile US Inc,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,https://static.finnhub.io/logo/4ffaa8b8-80ec-11ea-94ca-00000000092a.png,https://www.t-mobile.com/,BB,Medium,BB,Medium,B,Medium,0.27360308285163776,0.33727810650887574,0.38750000000000007,903,19-04-2022,BBB,High,1283699,0.27360308285163776,0.33727810650887574,0.38750000000000007,0.32687466509331786
ual,United Airlines Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,https://static.finnhub.io/logo/b3f34b67dcba1725d92ac006206475d24142031e7f30415f77010a101e9fae1b.png,https://ir.united.com/,B,Medium,B,Medium,B,Medium,0.009633911368015391,0.08481262327416178,0.365,629,19-04-2022,B,Medium,100517,0.009633911368015391,0.08481262327416178,0.365,0.1387973515294547
vrsk,Verisk Analytics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,https://static.finnhub.io/logo/fe905336-80fe-11ea-adc8-00000000092a.png,https://www.verisk.com,AA,Excellent,BB,Medium,BB,Medium,0.7996146435452793,0.40631163708086787,0.5625,1281,19-04-2022,A,High,1442145,0.7996146435452793,0.40631163708086787,0.5625,0.6104893485423721
ulta,Ulta Beauty Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d10866ba-80e0-11ea-9adf-00000000092a.png,https://www.ulta.com/,B,Medium,B,Medium,B,Medium,0.009633911368015391,0.1617357001972387,0.3125,647,19-04-2022,B,Medium,1403568,0.009633911368015391,0.1617357001972387,0.3125,0.14612427460637778
vrtx,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/feec7ad8-80e0-11ea-ac96-00000000092a.png,https://www.vrtx.com/,A,High,BB,Medium,BB,Medium,0.5780346820809248,0.27613412228796846,0.5625,1100,19-04-2022,BBB,High,875320,0.5780346820809248,0.27613412228796846,0.5625,0.4828041095187604
vtrs,Viatris Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/bb69368ad1567617f611958c6dbb56e67edc624e4531b680597d2d17e8dcace8.png,https://www.viatris.com/en,A,High,BB,Medium,B,Medium,0.5780346820809248,0.27613412228796846,0.3125,1000,24-09-2022,BBB,High,1792044,0.5780346820809248,0.27613412228796846,0.3125,0.40780410951876045
vrsn,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9adf6b51871316924a9578bea95b2d64a4227d34ba3b664d3826fdba28ff23ae.png,https://www.verisign.com/,A,High,BB,Medium,BB,Medium,0.6705202312138729,0.3826429980276134,0.625,1227,19-04-2022,A,High,1014473,0.6705202312138729,0.3826429980276134,0.625,0.5705009918938332
